Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
,,VOLUME B Pondéré Weighted,,,,,,,,,,Terrain/Fieldwork : 02 - 11/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D62.4 Pouvez-vous me dire si … ? ,,B country code,,,,,,,,D62.4 Could you tell me if…? ,,B country code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D62.4 Could you tell me if…? 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Vous utilisez Internet ailleurs (école, université, cafés-internet, etc.)",,,,,,,,,,"You use the Internet somewhere else (school, university, cyber-café, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You use the Internet somewhere else (school, university, cyber-café, etc.)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sexe,,Age,,,,Age,,,,,,,Génération,,,,,,Age de fin d'études,,,,Catégorie socioprofessionnelle,,,,,,,,Situation familiale,,,,,Situation du ménage,,,,Composition du ménage,,,,Difficultés à payer ses factures,,,Considère appartenir à ,,,,,Propriété maison/ appartement,,Urbanisation subjective,,,Utilisation Internet,,,Tel. fixe/ portable,,,,Indice de leadership d'opinion,,,,Indice d'intérêt pour la politique,,,,Ma voix compte dans l'UE,,Ma voix compte en (NOTRE PAYS),,Echelle politique gauche-droite,,,Parle de politique européenne,,,Saits. vie vous menez,,Image de l' UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,,,,,,,,,,-,,,,,,-,,,,-,,,,,,,,-,,,,,-,,,,-,,,,-,,,-,,,,,-,,-,,,-,,,-,,,,-,,,,-,,,,-,,-,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,,,,,,,,,,,,Generation,,,,,,Education (End of),,,,Socio-professional category,,,,,,,,Marital status ,,,,,Household situation,,,,Household composition,,,,Difficulties paying bills,,,Consider belonging to,,,,,Ownership house/ apartment,,Subjective urbanisation,,,Use of the Internet,,,Landline/ mobile,,,,Opinion leadership index,,,,Political interest index,,,,My voice counts in the EU,,My voice counts in (OUR COUNTRY),,Left-right political scale,,,Talk about European political matters,,,Satis. life you lead,,Image of EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
