Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,"Homme 
15-24","Homme 
25-39","Homme 
40-54","Homme 
55+","Femme 
15-24","Femme 
25-39","Femme 
40-54","Femme 
55+",Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,1-3 jours,4-7 jours,Jamais,2h30 ou moins,2h31 à 5h30,5h31 à 8h30,8h31 ou plus,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,Male 15-24,Male 25-39,Male 40-54,Male 55+,Female 15-24,Female 25-39,Female 40-54,Female 55+,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,1-3 days,4-7 days,Never,2h30 or less,2h31 to 5h30,5h31 to 8h30,8h31 or more,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,19982,10334,9648,3110,5069,5171,6632,3110,3291,3469,3480,2785,2578,1269,25,1826,1851,5420,5582,7129,2312,8124,7038,2206,1731,2606,2585,4335,775,1215,4528,2206,10003,2610,4765,1231,1141,6026,1110,6090,6523,3589,6599.0,3830.0,5965,1188,4189,14110,4155,2703,9924,2235,188,13536,6447,6099,8959,4918,16135,1732,1865,7080,587,12080,236,2674,7554,5493,4261,3110,9153,3505,4215,8762,10029,12048,7176,5614,7378,3410,2692,10081,7130,17687,2173,8448,7996,3206,1694,2685,2738,3217,1415,2384,2433,3415,1990,9126,3945,4898,3840,8375,5782,1933,4918,10868,4196,0,5022,13244,1607,3395,8430,5761,2041,1535,18424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour améliorer votre santé,10742,5438,5304,1520,2669,2771,3781,1520,1715,1829,1897,1602,1475,704,9,1030,1039,3103,2972,3628,1165,4062,4237,1151,886,1620,1395,2087,442,573,2588,1151,5537,1295,2463,653,675,3208,582,3255,3576,1981,3542.0,2043.0,3176,516,1913,8104,2011,1398,5478,1401,103,7480,3261,3235,4785,2717,8926,789,929,3573,312,6801,56,1620,4169,2891,2061,1989,5006,1820,1927,5070,5107,6956,3446,3251,4049,1822,1699,5591,3421,9813,875,4840,4207,1571,834,1417,1419,1768,687,1253,1353,2012,1378,5803,1733,1820,2217,4794,2667,1035,2964,6257,1520,0,2561,7510,633,1612,4682,3231,1091,970,9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To improve your health,0.54,0.53,0.55,0.49,0.53,0.54,0.57,0.49,0.52,0.53,0.54,0.58,0.57,0.56,0.34,0.56,0.56,0.57,0.53,0.51,0.5,0.5,0.6,0.52,0.51,0.62,0.54,0.48,0.57,0.47,0.57,0.52,0.55,0.5,0.52,0.53,0.59,0.53,0.52,0.53,0.55,0.55,0.54,0.53,0.53,0.43,0.46,0.57,0.48,0.52,0.55,0.63,0.55,0.55,0.51,0.53,0.53,0.55,0.55,0.46,0.5,0.5,0.53,0.56,0.24,0.61,0.55,0.53,0.48,0.64,0.55,0.52,0.46,0.58,0.51,0.58,0.48,0.58,0.55,0.53,0.63,0.55,0.48,0.55,0.4,0.57,0.53,0.49,0.49,0.53,0.52,0.55,0.49,0.53,0.56,0.59,0.69,0.64,0.44,0.37,0.58,0.57,0.46,0.54,0.6,0.58,0.36,- ,0.51,0.57,0.39,0.47,0.56,0.56,0.53,0.63,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour améliorer votre apparence physique,4039,1982,2058,914,1374,960,792,914,933,778,622,444,261,87,1,139,139,742,1139,2019,276,1418,1580,721,377,622,653,808,152,250,456,721,1680,668,1280,226,118,1402,222,1077,1271,625,1145.0,923.0,1347,226,857,2869,655,479,2086,595,59,2666,1373,1182,1648,1209,3689,173,160,1698,29,2297,16,650,1714,1018,657,646,1914,705,774,1879,1945,2465,1410,1171,1412,738,551,2158,1319,3643,377,1951,1524,504,494,706,439,342,420,667,520,451,546,2559,571,355,727,1839,1010,447,1005,2582,452,0,951,2812,249,569,1682,1315,395,351,3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To improve your physical appearance,0.2,0.19,0.21,0.29,0.27,0.19,0.12,0.29,0.28,0.22,0.18,0.16,0.1,0.07,0.02,0.08,0.08,0.14,0.2,0.28,0.12,0.17,0.22,0.33,0.22,0.24,0.25,0.19,0.2,0.21,0.1,0.33,0.17,0.26,0.27,0.18,0.1,0.23,0.2,0.18,0.19,0.17,0.17,0.24,0.23,0.19,0.2,0.2,0.16,0.18,0.21,0.27,0.31,0.2,0.21,0.19,0.18,0.25,0.23,0.1,0.09,0.24,0.05,0.19,0.07,0.24,0.23,0.19,0.15,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.19,0.22,0.2,0.21,0.19,0.21,0.17,0.23,0.19,0.16,0.29,0.26,0.16,0.11,0.3,0.28,0.21,0.13,0.27,0.28,0.14,0.07,0.19,0.22,0.17,0.23,0.2,0.24,0.11,- ,0.19,0.21,0.15,0.17,0.2,0.23,0.19,0.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour contrecarrer les effets du viellissement,2873,1378,1495,100,412,675,1685,100,223,367,498,588,701,396,5,567,572,1209,675,416,418,1071,1258,86,244,404,336,366,99,105,1232,86,1707,268,383,223,280,754,132,1170,806,646,1285.0,401.0,541,96,461,2290,451,349,1513,465,40,2223,650,820,1371,682,2154,279,385,847,115,1880,31,512,1092,780,489,588,1439,477,368,1419,1329,1937,884,904,1112,512,461,1622,781,2597,258,1323,1064,460,48,212,332,785,52,200,343,900,466,1474,427,505,756,1296,587,228,996,1523,353,0,709,1987,173,392,1272,891,288,297,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To counteract the effects of ageing,0.14,0.13,0.15,0.03,0.08,0.13,0.25,0.03,0.07,0.11,0.14,0.21,0.27,0.31,0.2,0.31,0.31,0.22,0.12,0.06,0.18,0.13,0.18,0.04,0.14,0.16,0.13,0.08,0.13,0.09,0.27,0.04,0.17,0.1,0.08,0.18,0.25,0.13,0.12,0.19,0.12,0.18,0.19,0.1,0.09,0.08,0.11,0.16,0.11,0.13,0.15,0.21,0.21,0.16,0.1,0.13,0.15,0.14,0.13,0.16,0.21,0.12,0.2,0.16,0.13,0.19,0.14,0.14,0.11,0.19,0.16,0.14,0.09,0.16,0.13,0.16,0.12,0.16,0.15,0.15,0.17,0.16,0.11,0.15,0.12,0.16,0.13,0.14,0.03,0.08,0.12,0.24,0.04,0.08,0.14,0.26,0.23,0.16,0.11,0.1,0.2,0.15,0.1,0.12,0.2,0.14,0.08,- ,0.14,0.15,0.11,0.12,0.15,0.15,0.14,0.19,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour vous amuser,6068,3359,2709,1355,1666,1522,1526,1355,1091,1070,1027,673,612,241,2,387,389,1313,1658,2709,468,2083,2411,1050,496,1029,804,1185,184,283,1037,1050,2858,789,1785,293,223,1972,330,1683,1964,945,1865.0,1196.0,2063,305,999,4595,971,691,3065,991,80,4042,2027,1887,2578,1603,5432,357,252,2015,97,3920,37,969,2462,1643,995,1098,2708,1135,1128,2923,2811,3985,1850,1918,2195,1014,958,3088,1997,5595,444,2797,2300,886,815,965,862,718,540,701,660,809,656,3676,976,760,1352,2783,1446,469,1662,3627,779,0,1551,4087,412,812,2511,1964,718,840,5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To have fun,0.3,0.33,0.28,0.44,0.33,0.29,0.23,0.44,0.33,0.31,0.3,0.24,0.24,0.19,0.09,0.21,0.21,0.24,0.3,0.38,0.2,0.26,0.34,0.48,0.29,0.39,0.31,0.27,0.24,0.23,0.23,0.48,0.29,0.3,0.37,0.24,0.2,0.33,0.3,0.28,0.3,0.26,0.28,0.31,0.35,0.26,0.24,0.33,0.23,0.26,0.31,0.44,0.43,0.3,0.31,0.31,0.29,0.33,0.34,0.21,0.14,0.28,0.17,0.32,0.16,0.36,0.33,0.3,0.23,0.35,0.3,0.32,0.27,0.33,0.28,0.33,0.26,0.34,0.3,0.3,0.36,0.31,0.28,0.32,0.2,0.33,0.29,0.28,0.48,0.36,0.31,0.22,0.38,0.29,0.27,0.24,0.33,0.4,0.25,0.16,0.35,0.33,0.25,0.24,0.34,0.33,0.19,- ,0.31,0.31,0.26,0.24,0.3,0.34,0.35,0.55,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour vous détendre ,7580,3886,3694,1101,2045,2149,2286,1101,1285,1447,1461,1045,876,365,6,563,569,1981,2307,2724,693,2742,3211,854,726,1303,1055,1409,274,440,1520,854,3793,1041,1814,458,376,2227,422,2155,2678,1329,2347.0,1529.0,2375,391,1439,5597,1228,868,4089,1059,86,5208,2372,2319,3498,1763,6511,511,502,2390,147,4971,72,1173,3008,2095,1305,1318,3463,1466,1333,3587,3635,4879,2477,2292,2814,1221,1107,3838,2604,6847,699,3366,2941,1154,599,1081,1143,1063,502,964,1006,1223,791,4045,1339,1401,1572,3389,1907,685,1993,4397,1190,0,1907,5197,462,1100,3229,2326,839,773,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To relax,0.38,0.38,0.38,0.35,0.4,0.42,0.34,0.35,0.39,0.42,0.42,0.38,0.34,0.29,0.22,0.31,0.31,0.37,0.41,0.38,0.3,0.34,0.46,0.39,0.42,0.5,0.41,0.32,0.35,0.36,0.34,0.39,0.38,0.4,0.38,0.37,0.33,0.37,0.38,0.35,0.41,0.37,0.36,0.4,0.4,0.33,0.34,0.4,0.3,0.32,0.41,0.47,0.46,0.38,0.37,0.38,0.39,0.36,0.4,0.29,0.27,0.34,0.25,0.41,0.31,0.44,0.4,0.38,0.31,0.42,0.38,0.42,0.32,0.41,0.36,0.4,0.35,0.41,0.38,0.36,0.41,0.38,0.37,0.39,0.32,0.4,0.37,0.36,0.35,0.4,0.42,0.33,0.35,0.4,0.41,0.36,0.4,0.44,0.34,0.29,0.41,0.4,0.33,0.35,0.41,0.4,0.28,- ,0.38,0.39,0.29,0.32,0.38,0.4,0.41,0.5,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour être avec des amis,3804,2236,1568,1026,1029,784,965,1026,660,632,521,410,356,199,3,278,281,785,890,1848,332,1303,1320,804,286,521,479,728,123,195,669,804,1566,521,1238,216,179,1423,211,1006,1082,625,1098.0,731.0,1350,192,655,2846,602,495,1851,585,52,2534,1270,1136,1667,1001,3404,201,174,1280,100,2388,35,570,1578,1032,624,627,1744,720,713,1773,1802,2461,1178,1184,1351,602,506,2014,1267,3487,295,1780,1455,521,700,626,485,424,327,403,298,540,390,2451,570,393,724,1783,936,356,930,2411,463,0,944,2576,262,502,1627,1185,451,594,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
